,lat,lon,depth,cruise,abundance_prochloro,abundance_synecho,abundance_picoeuk,abundance_croco,diam_prochloro,diam_synecho,diam_picoeuk,diam_croco,Qc_prochloro,Qc_synecho,Qc_picoeuk,Qc_croco,biomass_prochloro,biomass_synecho,biomass_picoeuk,biomass_croco,time,par,temp,id
0,36.79692861538461,238.1534102307692,5,CN11ID,51.52656172191944,93.42680493419022,118.65122779860285,0.0,0.5702326324905496,0.8774668313946867,1.4607326381943824,0.0,0.0351314706289911,0.106795386384007,0.3979126878318666,0.0,1.803721794080821,9.976508260862133,47.18978182730483,0.0,2011-09-30 18:00:00+00:00,36.52311754237288,14.923326896333334,0
1,36.79686599999999,238.15349999999995,5,CN11ID,51.4859162644101,108.65594238090232,131.39906870879526,0.0,0.5604025328517075,0.9007507229876384,1.5224757261142188,0.0,0.0336013176282487,0.114295969868514,0.443070271711497,0.0,1.7248714255114077,12.463134613143836,58.48183796814699,0.0,2011-09-30 19:00:00+00:00,36.52311754237288,14.923326896333334,1
2,36.79640699999997,238.14995825000028,5,CN11ID,36.9895765324669,125.76181720997177,150.664234370849,0.0,0.5711159177571252,0.923174689542306,1.6206763714451575,0.0,0.035284944464741,0.1217384391602992,0.5201131333579982,0.0,1.2973047618071374,15.315219713363424,78.43541993195291,0.0,2011-09-30 20:00:00+00:00,36.52311754237288,14.923326896333334,2
3,36.73548591666667,237.98165283333336,5,CN11ID,55.59293249204157,177.0473013303314,165.47084574260884,0.0,0.5277112365379965,0.9218700315908772,1.6620704276093328,0.0,0.0287681452191408,0.1212936545169523,0.5549815280689393,0.0,1.585437167675944,21.47183424170016,91.85068073626351,0.0,2011-09-30 21:00:00+00:00,35.897105737864074,15.009993561000002,3
4,36.73403144444444,237.9767314444445,5,CN11ID,44.568543247772304,162.86317512799235,155.22190416838578,0.0,0.5358763737366317,0.9285886793480796,1.6955456971162737,0.0,0.0299597584057162,0.1235960645542179,0.5844404826057992,0.0,1.322327289724385,20.14116527625586,90.74558753321166,0.0,2011-09-30 22:00:00+00:00,35.897105737864074,15.009993561000002,4
5,36.72961842857142,237.96197628571443,5,CN11ID,24.44712576753904,176.0880229315769,159.78358756085143,0.0,0.5835789822638274,0.9574162047473948,1.7571995702300145,0.0,0.037364723146773,0.1337487845976833,0.640891660606357,0.0,0.8954397533787594,23.545053734144098,102.29561012920854,0.0,2011-09-30 23:00:00+00:00,35.897105737864074,15.009993561000002,5
6,36.6259784,237.5810668,5,CN11ID,18.48190201938688,75.61256920632906,79.31288199644713,0.0,0.5546391575584915,0.7652408879640445,1.766057343297538,0.0,0.0327006666156119,0.0750435790048363,0.649264611406514,0.0,0.6038018592162226,5.667826998763008,51.47562738149658,0.0,2011-10-01 02:00:00+00:00,38.10990644444445,15.701660212166669,6
7,36.62342109090907,237.58296972727285,5,CN11ID,20.36951420558105,80.79320884992343,83.60102998791025,0.0,0.5568807022797644,0.7501803217717806,1.746249609465712,0.0,0.0330470869920203,0.0712719231864176,0.6305499049471069,0.0,0.6713539532576331,5.75692971483531,52.67806280628504,0.0,2011-10-01 03:00:00+00:00,37.14381375925926,15.875826874916669,7
8,36.600794999999984,237.55625000000023,5,CN11ID,19.172952466664643,82.4063008573278,83.40887913268206,0.0,0.5618662885287348,0.7528463480542417,1.769730902735977,0.0,0.0338393068500835,0.0719456300421713,0.6528010907755825,0.0,0.6402579362095595,5.934788933615046,54.42137048399282,0.0,2011-10-01 04:00:00+00:00,37.14381375925926,15.875826874916669,8
9,36.53091893333333,237.390655466667,5,CN11ID,6.893513032618852,93.99895896253564,82.18089573104903,0.0,0.5930870697577671,0.7807661216179864,1.7396640597626567,0.0,0.0389313116107234,0.0790645058152417,0.6265258530491793,0.0,0.264295339890247,7.402019551680023,51.55359768598318,0.0,2011-10-01 05:00:00+00:00,34.01022085185185,15.875826874916669,9
10,36.45889733333331,237.22335155555643,5,CN11ID,4.078587316742773,106.3905272614,65.81117095402456,0.0,0.591240718840685,0.7802600756624476,1.6134352706770911,0.0,0.0385783238952433,0.0788797411939644,0.5146760887764865,0.0,0.1576399433229717,8.391551093266608,33.88004867070527,0.0,2011-10-01 06:00:00+00:00,33.21796160185185,15.941660206833332,10
11,36.45859615,237.2243164000008,5,CN11ID,4.361526034930857,102.7933799871857,69.15656809700806,0.0,0.5892511313885717,0.7751952581083125,1.6413627251837577,0.0,0.0382384084808733,0.0775688554179833,0.5375096029798422,0.0,0.1667938067514736,7.972517944317947,37.14641757602861,0.0,2011-10-01 07:00:00+00:00,33.21796160185185,15.941660206833332,11
12,36.445182375,237.2205521250001,5,CN11ID,5.637542396561815,102.18174175641754,73.2827005220598,0.0,0.5821281880517756,0.7722562314611536,1.56122992427426,0.0,0.0370856592657475,0.0768522002066175,0.477513078868808,0.0,0.2055061789454389,7.783757933336224,35.45091152942186,0.0,2011-10-01 08:00:00+00:00,33.364443027777774,15.941660206833332,12
13,36.367018785714286,237.046166714286,5,CN11ID,11.81122382845994,68.58081846857252,88.29341369722756,0.0,0.5473727962489425,0.7464552103288932,1.507465677368142,0.0,0.0316863923503268,0.0704738744933204,0.4315793663546463,0.0,0.3567851252505211,4.86142138566111,38.1161532979786,0.0,2011-10-01 09:00:00+00:00,33.52025788888889,16.067493537333334,13
